Tier,State,Type,Firm,City,Decision-maker,Contact,Fit,Notes
WA-alert-new,WA,CPA,"Assink Nevins CPA Group, PLLC",Bellingham,Paul Assink & Jessica Nevins,office@ancpagroup.com,,"CPA firm ~800 clients; tax returns, planning, accounting"
WA-alert-new,WA,CPA,Clarity Tax & CPAs,Bellingham,Phil Multop,info@claritytaxgroup.com,,"CPA firm since 1976; individual/business tax filing, cross-border US-Canada"
WA-alert-new,WA,CPA,Larson Gross PLLC,Bellingham,,katie.kansky@larsongross.com,,"Independent CPA firm; tax prep/compliance (1040s), audit, advisory"
WA-alert-new,WA,CPA,Nissen and Associates,Bellingham,Scott Nissen EA,scott@bellinghamtax.com,,Full range tax prep & accounting for businesses & individuals
WA-alert-new,WA,CPA,Zaremba Paxton P.S.,Bellingham,Brian Paxton,info@zarembacpa.com,,Family CPA firm 30+ yrs; tax prep individuals & businesses
WA-alert-new,WA,CPA,Birch Bay Tax & Accounting,Blaine,,contact@bbta1040.com,,"Tax & accounting firm; individual & business tax prep, IRS audit help"
WA-alert-new,WA,CPA,"Stevenson Group CPA Inc., PS",Ferndale,,cpa@a1cpa.com,,"CPA firm; tax services for individuals & businesses, law firms"
WA-alert-new,WA,CPA,Whatcom Business Consultants,Ferndale,Kyle Laird,kyle@whatcombusinessconsultants.com,,Accounting & tax services firm; business & individual tax prep
WA-alert-new,WA,CPA,Lodder CPA PLLC,Lynden,Kyle Lodder CPA,team@loddercpa.com,,"CPA firm; tax filing/compliance + advisory, cross-border focus"
WA-alert-new,WA,CPA,Campbell CPA LLC,Moxee,Art Campbell,campbell.cpa@campbell.cpa,,"Individual & business income tax prep, tax planning, accounting"
WA-alert-new,WA,CPA,Michels & Schilperoort PS,Sunnyside,,leasa@ms-cpas.net,,"Full-service tax, accounting & business consulting firm"
WA-alert-new,WA,CPA,"White & Company, PC",Sunnyside,,advisors@whitecocpa.com,,Full-service CPA firm; individual & business income tax prep
WA-alert-new,WA,CPA,Halsey & Co,Yakima,,office@halseycompany.com,,"Family-owned full-service tax & accounting since 1970; tax prep, planning, payroll"
WA-alert-new,WA,CPA,JV Accounting,Yakima,Natalie Niemi,natalie@jvaccounting.com,,"Individual + business/nonprofit tax return filing, bookkeeping, accounting"
WA-alert-new,WA,CPA,KORE Business Solutions,Yakima,Kim Reeves,info@korebusinesssolutions.biz,,"Bookkeeping, payroll + recurring excise/payroll/WA sales tax prep"
WA-alert-new,WA,CPA,Optima Bookkeeping & Tax,Yakima,,optimabookkeepingandmore@gmail.com,,"Bookkeeping, payroll & tax prep; 30+ yrs, QuickBooks expert (does tax returns)"
WA-alert-new,WA,CPA,"Scott E. Pernaa, CPA PC",Yakima,Scott E. Pernaa,scott@pernaacpa.com,,CPA firm w/ Yakima office (24 N 2nd St); tax preparation & tax services
